Tempo (s),Tensao (V)
0.000000,0.0017
0.000176,0.0017
0.000351,0.0017
0.000527,0.0017
0.000702,0.0000
0.000878,0.0000
0.001053,0.0000
0.001229,0.0000
0.001404,0.0000
0.001580,0.0000
0.001755,0.0000
0.001931,0.0000
0.002106,0.0000
0.002282,0.0000
0.002457,0.0000
0.002633,0.0000
0.002808,0.0000
0.002984,0.0000
0.003159,0.0000
0.003335,0.0000
0.003510,0.0000
0.003686,0.0000
0.003861,0.0000
0.004037,0.0000
0.004212,0.0000
0.004388,0.0000
0.004563,0.0000
0.004739,0.0000
0.004914,0.0000
0.005090,0.0000
0.005265,0.0000
0.005441,0.0000
0.005616,0.0001
0.005792,0.0001
0.005967,0.0001
0.006143,0.0001
0.006318,0.0001
0.006494,0.0000
0.006669,0.0000
0.006845,0.0000
0.007020,0.0000
0.007196,0.0000
0.007371,0.0000
0.007547,0.0000
0.007722,0.0000
0.007898,0.0005
0.008073,0.0005
0.008249,0.0005
0.008424,0.0005
0.008600,0.0005
0.008775,0.0000
0.008951,0.0000
0.009126,0.0000
0.009302,0.0000
0.009477,0.0000
0.009653,0.0000
0.009828,0.0000
0.010004,0.0000
0.010179,0.0000
0.010355,0.0000
0.010530,0.0000
0.010706,0.0000
0.010881,0.0000
0.011057,0.0000
0.011232,0.0000
0.011408,0.0000
0.011583,0.0000
0.011759,0.0000
0.011934,0.0000
0.012110,0.0000
0.012285,0.0000
0.012461,0.0000
0.012637,0.0000
0.012812,0.0000
0.012988,0.0000
0.013163,0.0000
0.013339,0.0000
0.013514,0.0000
0.013690,0.0008
0.013865,0.0008
0.014041,0.0008
0.014216,0.0008
0.014392,0.0014
0.014567,0.0006
0.014743,0.0006
0.014918,0.0035
0.015094,0.0035
0.015269,0.0029
0.015445,0.0044
0.015620,0.0044
0.015796,0.0015
0.015971,0.0015
0.016147,0.0015
0.016322,0.0000
0.016498,0.0000
0.016673,0.0000
0.016849,0.0000
0.017024,0.0000
0.017200,0.0000
0.017375,0.0000
0.017551,0.0000
0.017726,0.0000
0.017902,0.0000
0.018077,0.0000
0.018253,0.0000
0.018428,0.0000
0.018604,0.0000
0.018779,0.0000
0.018955,0.0000
0.019130,0.0000
0.019306,0.0000
0.019481,0.0000
0.019657,0.0000
0.019832,0.0000
0.020008,0.0000
0.020183,0.0015
0.020359,0.0015
0.020534,0.0015
0.020710,0.0015
0.020885,0.0015
0.021061,0.0000
0.021236,0.0000
0.021412,0.0000
0.021587,0.0000
0.021763,0.0000
0.021938,0.0000
0.022114,0.0000
0.022289,0.0000
0.022465,0.0000
0.022640,0.0000
0.022816,0.0000
0.022991,0.0000
0.023167,0.0000
0.023342,0.0000
0.023518,0.0000
0.023693,0.0000
0.023869,0.0000
0.024044,0.0000
0.024220,0.0000
0.024395,0.0000
0.024571,0.0000
0.024746,0.0000
0.024922,0.0000
0.025098,0.0000
0.025273,0.0000
0.025449,0.0000
0.025624,0.0000
0.025800,0.0000
0.025975,0.0000
0.026151,0.0000
0.026326,0.0000
0.026502,0.0000
0.026677,0.0000
0.026853,0.0000
0.027028,0.0000
0.027204,0.0000
0.027379,0.0000
0.027555,0.0000
0.027730,0.0000
0.027906,0.0000
0.028081,0.0000
0.028257,0.0000
0.028432,0.0000
0.028608,0.0000
0.028783,0.0000
0.028959,0.0000
0.029134,0.0000
0.029310,0.0000
0.029485,0.0000
0.029661,0.0000
0.029836,0.0000
0.030012,0.0000
0.030187,0.0000
0.030363,0.0000
0.030538,0.0000
0.030714,0.0000
0.030889,0.0000
0.031065,0.0000
0.031240,0.0000
